Job Title,Job Ratings,time,JobStatus,Pros,Cons
Anonymous employee,4.0,"Dec 13, 2021",Current employee,good balance of work hours and job independence,The pay can definitely be much better
Teller,3.0,"Apr 4, 2021","Current employee, more than 1 year","Flexible and helpful, fun activites through the year","Customers, lack of staffing at times"
Banker,1.0,"Oct 14, 2019","Former employee, more than 5 years",Free coffee  and friendly coworkers in the beginning,There was a constant mergers and acquisitions mindset of executive management without regards to employees who actually had to do the work. Very hostile work environment.
Administrative assistant,4.0,"Jun 9, 2022",Current employee,Nice people and great place to work..,Pay is average..but not the worst
Anonymous employee,4.0,"Feb 9, 2015",Former employee,"Hours are great, with half day saturday.",Sometimes not clearly defined roles
Anonymous employee,3.0,"Sep 21, 2017",Former employee,Great company to work at,monotonous work because of repeating it
Anonymous employee,3.0,"Oct 21, 2021","Former employee, less than 1 year",Fellow young professionals to form personal and professional relationships with,Misogynistic culture prioritizing male employees over female ones
Anonymous employee,3.0,"Feb 29, 2016",Former employee,Very friendly people and work has real impact,Low salaries for interns- barely enough to support oneself
Associate director,4.0,"May 19, 2015","Current employee, more than 3 years",The work is ok but want more,Need more to be completely fulfilling
Commercial loan assistant,4.0,"Mar 25, 2021",Current employee,"Great people, great customers. Plenty of growth opportunities.",Processes could use some improvement.
Anonymous employee,4.0,"Dec 13, 2021",Current employee,good balance of work hours and job independence,The pay can definitely be much better
Teller,3.0,"Apr 4, 2021","Current employee, more than 1 year","Flexible and helpful, fun activites through the year","Customers, lack of staffing at times"
Banker,1.0,"Oct 14, 2019","Former employee, more than 5 years",Free coffee  and friendly coworkers in the beginning,There was a constant mergers and acquisitions mindset of executive management without regards to employees who actually had to do the work. Very hostile work environment.
Administrative assistant,4.0,"Jun 9, 2022",Current employee,Nice people and great place to work..,Pay is average..but not the worst
Anonymous employee,4.0,"Feb 9, 2015",Former employee,"Hours are great, with half day saturday.",Sometimes not clearly defined roles
Anonymous employee,3.0,"Sep 21, 2017",Former employee,Great company to work at,monotonous work because of repeating it
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Anonymous employee,4.0,"Nov 2, 2017",Former employee,It is a good place to work,Can be a bit monotonous
Recruiter,3.0,"Aug 21, 2020",Current employee,Great place to work mostly,Some managers suck but others are great
Anonymous employee,4.0,"Mar 16, 2021","Former employee, more than 1 year","Very busy atmosphere, great coworkers","Benefits, Pay, Some Mangement Issues"
Credit analyst,2.0,"Apr 25, 2022",Former employee,The experience gained is good,The growth trajectory is not clear.
Post doctoral fellow,5.0,"Feb 13, 2021",Former employee,Yes this was really good,Nothing specific to note here
Customer service manager (csm),1.0,"Apr 2, 2021","Former employee, more than 3 years",None that I ever found.,Everything from Branch Mangers to Vice Presidents telling anything but the truth. Human Resources was an absolute joke.
Manager,1.0,"Mar 29, 2022","Former employee, more than 5 years",Absoltely None horrible environment to work.,Everything too many executives not enough people to do hands o. Work.
Relationship banker,2.0,"Aug 19, 2025","Former employee, more than 5 years",Most aspects were manageable but the hr strategies in place are questionable,"It was good working at the company for a while but things shifted so fast. Dismissals nowadays comes with no notice or warning, treating staff like assets or items that you'd dispose anyhow is their thing nowodays, no matter how loyal you are. Tell me why they would expire a contract for a committed employee who've been there for more than five years, then bring some new staff and even before probation ends , they're confirmed as permanent staff..these are guys who have not even mastered the basic roles..but for you, you got to wait for 5 years and more been on contract only for them to end the contract without at least issuing a notice prior, mind you the performance is good and no disciplinary cases whatsoever,"
System engineer,3.0,"Aug 14, 2025",Former employee,Good employer with good experience,Long and late working hours
Noc engineer,3.0,"Aug 8, 2025","Former employee, more than 3 years","A very nice and conducive work environment
Friendly and helpful colleagues","No salary growth not unless you move departments
Bonus allocation is the sole decision of the management, not guaranteed yearly"
Anonymous employee,4.0,"Nov 2, 2017",Former employee,It is a good place to work,Can be a bit monotonous
Recruiter,3.0,"Aug 21, 2020",Current employee,Great place to work mostly,Some managers suck but others are great
Anonymous employee,4.0,"Mar 16, 2021","Former employee, more than 1 year","Very busy atmosphere, great coworkers","Benefits, Pay, Some Mangement Issues"
Credit analyst,2.0,"Apr 25, 2022",Former employee,The experience gained is good,The growth trajectory is not clear.
Post doctoral fellow,5.0,"Feb 13, 2021",Former employee,Yes this was really good,Nothing specific to note here
Customer service manager (csm),1.0,"Apr 2, 2021","Former employee, more than 3 years",None that I ever found.,Everything from Branch Mangers to Vice Presidents telling anything but the truth. Human Resources was an absolute joke.
Manager,1.0,"Mar 29, 2022","Former employee, more than 5 years",Absoltely None horrible environment to work.,Everything too many executives not enough people to do hands o. Work.
Relationship banker,2.0,"Aug 19, 2025","Former employee, more than 5 years",Most aspects were manageable but the hr strategies in place are questionable,"It was good working at the company for a while but things shifted so fast. Dismissals nowadays comes with no notice or warning, treating staff like assets or items that you'd dispose anyhow is their thing nowodays, no matter how loyal you are. Tell me why they would expire a contract for a committed employee who've been there for more than five years, then bring some new staff and even before probation ends , they're confirmed as permanent staff..these are guys who have not even mastered the basic roles..but for you, you got to wait for 5 years and more been on contract only for them to end the contract without at least issuing a notice prior, mind you the performance is good and no disciplinary cases whatsoever,"
System engineer,3.0,"Aug 14, 2025",Former employee,Good employer with good experience,Long and late working hours
Noc engineer,3.0,"Aug 8, 2025","Former employee, more than 3 years","A very nice and conducive work environment
Friendly and helpful colleagues","No salary growth not unless you move departments
Bonus allocation is the sole decision of the management, not guaranteed yearly"
Senior software engineer,4.0,"Aug 4, 2025","Current employee, less than 1 year",Friendly staff and good offices,Strict dress code is quite annoying
Credit officer,2.0,"Aug 5, 2025","Current employee, more than 5 years",Opportunity to learn and grow,No work life balance. Too much pressure
Relationship manager,1.0,"Aug 12, 2025","Current employee, more than 10 years",the institution is okay to client,Unable to handle HR issues
Bank teller,1.0,"Aug 13, 2025","Current employee, more than 5 years",No pros Terrible place to work,"Bad salary, bad company culture"
Senior operations manager,3.0,"Jun 30, 2025","Current employee, more than 8 years",Exposure to a variety of roles and tasks.  Great for experience garnering in a short period of time.,"Slow and unclear growth path.  Demand for many long hours, poor work life balance."
Digital banking project manager,5.0,"Jul 15, 2025","Former employee, more than 1 year","opportunity to lead impactful projects across E.Africa
competitive compensation and benefits",long working hours during system upgrades and product launches
Finance assistant,5.0,"Jul 14, 2025","Current employee, more than 1 year","Strong corporate social responsibility.
Massive exposure to all areas of banking.
Highly ambitious leadership.","Extremely high-pressure work environment.
Limited internal mobility."
Relationship officer,1.0,"Jul 29, 2025","Former employee, less than 1 year",They are good at keeping time when paying salary,"Unrealistic expectations.
If you are on contract and you do not meet the goals, you will be terminated."
Relationship officer,1.0,"Aug 1, 2025","Former employee, more than 5 years",Good rates on loans interest,"Huge work load 
Not best pay"
Relationship supervisor,3.0,"Jul 17, 2025","Current employee, more than 5 years",Pay on time each month,"No bonus
Rare salary increment 
Easy to get stuck"
Bank teller,4.0,"Jul 15, 2025","Former employee, less than 1 year",Good working environment and friendly colleagues,Peak times of the month can get very busy
Senior officer,1.0,"Jul 30, 2025","Former employee, more than 1 year","Limited personal growth
Low morale","Poor pay, work overload, poor remuneration"
Senior payment officer/project coordinator/business analyst,3.0,"Jul 3, 2025","Former employee, more than 8 years",Well structured in terms of department. Good team spirit,"Bad salary, increase not common and less benefits"
Security consultant,2.0,"Jul 9, 2025","Current employee, more than 8 years",A field to learn and have a experince,"no work life balance
No salary increment 
poor pay comapred to the market rate"
Business relationship officer,1.0,"Jun 16, 2025","Former employee, more than 10 years","Perfect on job trainings. 
Good in terms of job experience","Low staff morale due to poor pay and long working hours.
Excessive pressure 
Inadequate facilitation when going down field work.
Nepotism in hiring and job promotion hence a major cause of fraud in the bank( the ksh 1.5 billion that was lost.
Lack of avenue to pass creative ideas , i.e it's Mwangi's kiosk , you are supposed to be seen and not to be heard"
Bank teller,4.0,"Jul 1, 2025","Former employee, more than 1 year","Good training
Medical Insurance is provided",The pay was not good compared to the industry
Customer service representative,3.0,"Jun 24, 2025","Former employee, less than 1 year","Good exposure 
Good pay and benefits","Micro mgt sometimes 
Rude customers"
Loan officer,3.0,"Jun 23, 2025","Former employee, more than 5 years",Good career growth whe you are consistent,Low work/life balance and long working hours
Accountant,3.0,"Jun 10, 2025",Current employee,they ensure top professionalism in handling clients and workers,There are no cons according to my experience
Associate director,5.0,"Jun 13, 2025",Former employee,You will learn more in 1 year than 5 years elsewhere,"Hight pressure, high stakes environment"
Relationship manager,2.0,"Jun 12, 2025","Current employee, more than 5 years",Chance for growth for all professions,No job security is not guaranteed
Relationship manager,5.0,"Jun 6, 2025","Former employee, more than 3 years","Unique customer culture experience. 
Positive impact on livelihoods","Little growth past branch manager, High pressure working environment,"
Customer service representative,3.0,"Jun 7, 2025",Former employee,It was good for the beginning of my career,None at the time I was there
Relationship officer,4.0,"Jun 4, 2025","Former employee, less than 1 year","employed when very, very young",bullied by the relationship manager
Product designer,2.0,"May 29, 2025","Current employee, more than 1 year",Stable income because its a financial institution,Toxic Top Management who dont care about the employees
Relationship officer,2.0,"May 21, 2025",Former employee,It is a nice place to begin for fresh graduates,"Depending on the management, sometimes the work environment may not be great."
Relationship officer,2.0,"May 6, 2025","Current employee, more than 1 year",Some level of flexibility in shift allocation,"Very unhealthy micromanagement practices
Minimal support from group management i.e. no financial motivation or team activities 
Infringing on legally allocated working hours i.e. meetings before or after shift extending office hours"
Sales manager,2.0,"May 25, 2025",Current employee,Nothing good just vibing there,Nothing for far I can’t complain
Relationship officer,5.0,"May 11, 2025","Current employee, more than 5 years","Good working environment
Well paying",Currently I can only recommend internal promotions
Software engineer,3.0,"May 8, 2025","Current employee, more than 10 years","-job security
- World class bank","- overworking
- no bonus
-"
Relationship banker,3.0,"May 1, 2025",Current employee,Good medical insurance cover for staff,Non for now but the work pressure can be much
Relationship officer,1.0,"May 6, 2025","Former employee, more than 10 years",Treat your employees with love and respect,Nothing good working for this bank
Hr operations,2.0,"Apr 3, 2025","Former employee, more than 1 year",Easy decision making within the country,"No process 
No HR systems
Wear only suits"
Supervisor,3.0,"Mar 27, 2025","Former employee, more than 10 years","Permanent and pensionable terms, good structures in place","Long working hours, low salary, too much pressure and micromanagement"
Account manager,4.0,"Apr 7, 2025","Current employee, less than 1 year",Good learning opportunities for new beis,Have to Work on a Saturday
Manager,3.0,"Mar 18, 2025","Former employee, more than 3 years",Fairly good if you have an understanding General Manager,Limited room for growth and pay raise
Relationship officer,4.0,"Mar 23, 2025",Former employee,Salary is paid on time,Tough working schedule. from 7am to 4.30pm
Bank teller,2.0,"Feb 20, 2025","Former employee, more than 1 year","Good employer when starting career
They motivate employees to improve performance, Through this one can gain Self development skills and self- discipline","Toxic and hostile working environment
Poor pay
Long working hours
Overworked, underpaid
Zero work-life balance 
Bound to experience burnout"
Data analyst,3.0,"Feb 28, 2025","Current employee, more than 3 years",There is massive data to work on,"Leadership loves meeting even for little things that can be passed through an email. When you are about to focus on work, disruptions."
Data scientist,3.0,"Mar 13, 2025",Current employee,N0t Applicable at the moment,Lower pay for beginners but with experience it improves
Cashier,2.0,"Mar 15, 2025","Former employee, less than 1 year","good,,pay timely,free tea, growth, culture",over work bad pay bad culture g
Payments officer,3.0,"Mar 10, 2025","Former employee, more than 1 year","Does not need lots of experience,",The work environment can be unfriendly at times
Sales representative,5.0,"Mar 1, 2025",Former employee,Good employer in terms of renumeration,"None, apart from some security concerns raised by customers"
Credit officer,3.0,"Jan 28, 2025","Former employee, more than 5 years",An opportunity to develop networks with different people.,"Unrealistic working hours, no consideration for new mothers, a lot of after hours work and meetings, inconsiderate and inhumane managers."
Team lead,2.0,"Nov 19, 2024","Current employee, more than 3 years","Salary, interesting projects, money is not a problem in Equity.","Managers are a disaster. They'll kill finished and running projects on a whim. But MANY projects. They'll start many others, and you'll never know if those will be killed at some point. Managers are more interested in promoting themselves than in manage anything.

Also, it's not unusual for them to fail to pay contractors. I've seen people working without getting paid for six months."
Customer relationship officer,3.0,"Feb 13, 2025",Former employee,A stable income and access to loans,The work is monotonous and repetitive
Manager,3.0,"Jan 27, 2025","Current employee, more than 10 years","Learning experience is great
good for start up","Governance not firm
Culture needs a lot of shifting
No promises on people motivation"
Senior data analyst,3.0,"Feb 18, 2025","Current employee, more than 1 year",Well outlined structures for the well-organized.,Poor reporting lines and changeovers
Bank teller,5.0,"Jan 31, 2025",Current employee,it is very enguaging being a teller,non so far. hoping for the best
Channel sales,4.0,"Jan 20, 2025","Current employee, more than 10 years","Strong brand
Stability and strong culture","Less pay,lack of growth,poor work life balance"
Bank relationship officer,5.0,"Jan 19, 2025","Former employee, less than 1 year","Experience in financial industry
Mentorship and learning opportunities","Maybe the fact that you have to start your days really early
Monotony of bank operations"
Legal officer,3.0,"Jan 29, 2025","Current employee, more than 1 year",There are flexible working hours. No weekends,Not that challenging and intellectually stimulating
Senior test analyst,2.0,"Sep 17, 2024","Former employee, more than 3 years","Good support from other colleagues
Some good work on induction and onboarding","Lots of org politics - you dont have a say
Not very conducive office environment
The managers are old-fashioned - expect lots of traditional work systems
Work burnout os crazy - you have to work on saturdays and late hours on weekdays
Dress code is a total bummer - suits for men from mon to saturdays and offical dressing for women. 
No innovation - you wont have a chance becaue of the traiditional setup. 
unpredictable contracts - not sure when you'll be shown the door unnanounced."
Assistant manager,5.0,"Jan 24, 2025",Current employee,Benefits are really good. Team is good,Nothing as of now. Amazing exp
Internal controls specialist,3.0,"Jan 15, 2025","Current employee, more than 8 years",Great place to learn. A bunch of different industries in one holding.,Work-life balance may not be achievable in some instances.
Bancassurance officer,1.0,"Jan 23, 2025","Current employee, more than 3 years",Nothing special about equity bank. Work life balance is a story there.,Not worth it. Unrealistic targets. No proper channels for handling issues. A whole bank having communication breakdown. Even managers have no idea of what's happening in the bank? That's crazy
Quality assurance analyst,4.0,"Jan 15, 2025","Former employee, more than 1 year",amazing health insurance and hazard pay,The strict apparel rules and long working hours
E-channels officer,3.0,"Jan 20, 2025",Current employee,You can gain useful experience,There are few growth opportunities
Relationship officer,1.0,"Feb 7, 2025","Current employee, more than 5 years",A good company to train/intern.,Can be take toll of ones mental health as it can be a toxic environment
Accountant,5.0,"Jan 12, 2025","Current employee, more than 8 years",Career advancement and financial growth,Limited free time for leisure
Customer relationship officer,4.0,"Jan 8, 2025",Current employee,Good employment benefits and colleagues were friendly,Long working hours and strict supervisors
Facilities engineer,3.0,"Jan 1, 2025","Former employee, more than 3 years",Very engaging and enjoyable. The role grows you,Too much work and less pay
Cashier,4.0,"Jan 8, 2025",Current employee,Good working environment to thrive,Overworking due to limited number of stuff
Customer service representative,3.0,"Jan 14, 2025",Former employee,"Exposure
Experience
Innovative
Customer interaction","Long working hours
The pay is little"
Senior bancassurance sales executive,4.0,"Jan 3, 2025","Current employee, more than 5 years",Great working here and experience is also great,Time consuming and lots of workload
Credit officer,4.0,"Jan 4, 2025","Former employee, more than 1 year",Opportunity for career growth and development,"Micromanagement, poor work life balance"
Senior erp support analyst,3.0,"Jan 9, 2025","Current employee, more than 10 years","Good medical insurance
free parking","no bonuses
sporadic salary review"
Cashier,4.0,"Dec 30, 2024","Former employee, more than 1 year",It is a Good place to start,It is hard to grow career wise
Anonymous employee,3.0,"Jan 2, 2025","Current employee, more than 5 years",good company and good network infra,they are slow on their promotion
Backend developer,4.0,"Jan 1, 2025","Former employee, less than 1 year","Flexible work hours
Friendly work environment",Leave application procedure could be improved.
Bank teller,4.0,"Dec 27, 2024","Current employee, more than 3 years","fast promotion
good medical covet",No cons great place to work
Trade finance officer,4.0,"Sep 24, 2024","Former employee, more than 3 years","Great learning environment with diverse nature of transactions.
Investment in employees learning and development",Deep-state kind of system in hiring and internal promotions leading to demoralization of hardworking employees.
Assistant manager,2.0,"Dec 17, 2024","Current employee, more than 10 years",good brand and easy to get clients,"below average remunaration
 top down communication only"
Bancassurance officer,3.0,"Dec 2, 2024","Current employee, more than 3 years","Enjoyed working for the bank, you can get a good overview of the corporate experience",Bancassurance role can be a little too overwhelming
Software engineer,3.0,"Dec 14, 2024","Current employee, less than 1 year",Good job security and exposure to exciting work,Most engineers are severely underpaid
"Anonymous, head office",3.0,"Dec 4, 2024","Current employee, more than 1 year","Fast paced environment good for learning
amazing talent","no recognition 
no salary increament
no work life balance
culture is outdated
poor management"
Payment officer,5.0,"Nov 7, 2024",Former employee,The company will properly train you for the job market. Would recommend as a first job especially if you’re looking to stay in banking,Work-life balance is almost non existent
Treasury assistant,4.0,"Sep 7, 2024",Current employee,"Your job security is assured unless you find yourself with a fraud case.
Targets are easily achieved due to huge number of customers
Friendly workmates
Leaders are simple and ordinary","Your salary will rarely grow mostly after every 3 years but not assured
No bonuses"
Software engineer,4.0,"Nov 18, 2024","Current employee, more than 1 year","Great Learning opportunities
Great Pay
Conducive working environment",A lot of workload probably due to its large size.
Software engineer,3.0,"Nov 3, 2024","Current employee, more than 1 year",- good insurance for the employees,"- worst HR TO EVER exist , they create a toxic environment"
Senior software engineer,4.0,"Dec 2, 2024",Current employee,Good salary & health insurance,No pay rise and bonus
Analyst,3.0,"Nov 24, 2024",Current employee,"Good employer thus far, no issues.","None, just work hard and keep your head down."
Relationship officer,4.0,"Nov 16, 2024","Former employee, more than 1 year",Growth and Experience. Best place for new experiences,Working environment sometimes is wanting
Credit officer,4.0,"Oct 30, 2024","Former employee, more than 3 years","Training ground for banking , lots of banking experience","Poor pay, works on weeked, little family time"
Aml analyst,3.0,"Oct 30, 2023","Former employee, more than 8 years","The entity is awesome in terms of case studies, all kinds of typology can seen from their huge customer base. A great place to learn alot. Global Certification paid for by the company.","The salaries are way below market prices ,a certified aml specialist is paid less than Kshs 135,000 including assistant managers. Tribal issues(Kikuyu Centered organization) and ladies who are open to relationships with bosses tend to be elevated more because 90% of the managers are men. Alot of specialization hence cant create an all round officer to fit outside roles if you exit the organization. The medical cover is BS,you can only go to one hospital which is sponsored by the bank and full of quack doctors. No unsecured loans Reduced repayment period for some facilities compared to other banks. The CEO does increments and bonuses depending on his mood, you can stay for almost 3 years without anything yet the banks makes the highest profit in the region among banks. A lot of micro managing in the entity, multiple disparity in salaries between people doing same role . Employees have no say even when feeling oppressed."
Credit officer,4.0,"Oct 21, 2024",Current employee,A good place to gain experience in banking with many career growth opportunities,"Long working hours, minimal work/ life balance"
Bank teller,3.0,"Oct 28, 2024","Former employee, less than 1 year",Great working there always ...I love,Working on Saturdays was not the best
Cashier/sales associate,4.0,"Oct 17, 2024",Former employee,Fastest growing bank in the region,Low salaries compared to other banks of similar size
Anonymous employee,4.0,"Sep 15, 2024","Former employee, more than 1 year","The employee, employer relationship is very good",Rarely but one or two you would find the employer not caring about their employees and working hours at customer service can be tedious
Operations,2.0,"Oct 1, 2024","Former employee, more than 5 years",You learn a lot and work soooo much. You can work anywhere after that,"No rest, if not careful you'll have no life outside work"
Accountant,2.0,"Oct 8, 2024","Current employee, more than 8 years",Good work environment and culture,No annual salry reviews or bonuses
Sales associate,3.0,"Oct 24, 2024","Former employee, less than 1 year","Friendly staff
.Acceptable work environment","Long hours
Competitive
6 days a week"
Bank teller,4.0,"Oct 4, 2024","Current employee, less than 1 year",Good employer but pay should improve,Too many children working around as colleagues
Technology analyst,1.0,"Nov 21, 2024",Current employee,a lot to learn because its fast paced,toxic work environment and power with individuals
Sales representative,2.0,"Sep 30, 2024",Former employee,"Been a banker, knowledge on financial institution operations","Low pay, less commission, job on contract and hard to renew"
Anonymous employee,3.0,"Oct 7, 2024","Current employee, more than 3 years",You learn a lot if starting career,You need to look for your own balance
Credit officer,3.0,"Sep 22, 2024","Former employee, more than 5 years",Lots to learn. Exposure to different businesses and people.,Working hours not favourable and leave no time for family.
Student equity leadership position,5.0,"Sep 6, 2024","Former employee, less than 1 year",It's a great company and offers satisfying solutions to all finance related problems.,So far so good. I have not seen any problem at Equity Bank Kenya.
Business analyst,2.0,"Sep 30, 2024","Former employee, more than 3 years",Personal Growth in terms work and career,Renumeration is not comensurate to the role and rank
It project manager,4.0,"Oct 7, 2024",Current employee,Good experinece and diverse teams,"Lots of work
Too much pressure"
Relationship manager,3.0,"Sep 16, 2024","Former employee, more than 1 year",Well known brand which is easy to sell.,Too much of worshiping bosses
Relationship officer credit,1.0,"Oct 9, 2024","Former employee, more than 3 years",Salary paid on time between 24th_26th,Be prepared to be talked to rudely by the credit sector head like biashara banking and their regional manager
Operations manager,4.0,"Sep 24, 2024","Current employee, more than 10 years",Quite a lot to learn,Requires patience when working as you learn
Relationship officer,3.0,"Sep 2, 2024","Current employee, more than 1 year",There is Alot of training,"There is seldom any promotion or salary increments or bonuses.
Almost impossible to get permanent contracts."
Talent acquisition manager,2.0,"Sep 1, 2024","Current employee, less than 1 year","Career Mobility, competitive, professional growth","Irregular bonus, concerning culture, bureaucratic, no compensation review"
Operations officer,3.0,"Aug 30, 2024","Current employee, more than 3 years","The company is gender balanced, everyone has an equal chance of up taking a role which is merit based",Staff on contractual terms are not confirmed on time
Bank teller,2.0,"Sep 12, 2024",Former employee,A good place for fresh graduate to begin their career,"Low chance of promotion
Low chance of career development
Low salary"
It officer,3.0,"Jul 27, 2024","Former employee, more than 1 year","Fast paced environment, great for learning.",Salary and bonus reviews are not standardized. Managers in most depts have free reign. Organization culture doesn't change with the times.
Bank teller,3.0,"Aug 26, 2024","Current employee, less than 1 year",effective systems that ensure you dont fail the customers,too much work due to huge number of customers
Anonymous employee,4.0,"Aug 30, 2024","Former employee, more than 1 year",The work environment was good and great team,No much on this since then we were working from home
Procurement officer,5.0,"Aug 29, 2024","Current employee, more than 3 years","Good work environment
Extra educational plans and webinars
Rewarded well",Actually there is not even a single con
Network engineer,4.0,"Aug 20, 2024","Former employee, more than 1 year",very nice place to grow in terms of technical knowledge,not good environment in terms of job promotion
Relationship officer,2.0,"Aug 30, 2024","Former employee, more than 3 years",Good learning environment for first time bankers,Little or no life aside from work
Relationship officer,2.0,"Sep 6, 2024",Current employee,Strong brand 2nd in the world,"Low compensation, salaries are not competitive"
Cash and liquidity management,1.0,"Oct 7, 2024","Former employee, more than 10 years",Good loans at cheap rates,No bonus. No salary increment.
Senior manager,3.0,"Jul 18, 2024","Current employee, more than 10 years",Visionary with a huge impact on the society,"Unclear policies 
Unclear structure and organisational roles and responsibilities 
Unstructured performance management"
Software engineer,5.0,"Aug 9, 2024",Current employee,"Payment in time , Reliablity, Security Listening",Overworking Strict Grooming Culture is bad
Reltionship manager,2.0,"Aug 15, 2024","Former employee, more than 3 years",Accessibility to loan facilities and insurance,Unprofessional and untrained supervisors and managers
Software engineer,5.0,"Aug 13, 2024",Current employee,Best treatments for all it's employees,None as I am concerned
Client relationship supervisor,3.0,"Jul 15, 2024",Former employee,Staff benefits are good and there is access to the best medical facilities.,None I can think of at the moment
Security analyst,1.0,"Oct 1, 2024",Former employee,Low pay and not consistent,Late pay and unfair and bure
Project management,3.0,"Aug 7, 2024","Current employee, less than 1 year",amazing onboarding and outreach for incoming staff,Tedious process for exiting employees
Group head of business continuity,4.0,"Jul 27, 2024","Current employee, more than 3 years",Great Place to get experience,The Work is a lot in comparison to the Compensation
Marketing,4.0,"Jun 27, 2024",Former employee,"Very selling brand,proper branding, proper working condition",Streachy targets that maximizes full potential. I feel motivated having those targets
Contact center representative,3.0,"Jul 15, 2024","Current employee, more than 3 years","Very professional
Good working environment","Slow career growth/shuffling
increament in salary yearly"
Senior analyst,3.0,"Jun 8, 2024","Former employee, more than 3 years","The best place to start out ones career, the scale of operations and the lack of distinct specializations makes you interact with a lot of things. You learn alot","Growth, both career progression and salary, is very slow"
Human rseources,5.0,"Jul 18, 2024","Current employee, less than 1 year","Work life balance
Great r enumeration",None at the moment noted
Business analyst,5.0,"Jun 29, 2024","Current employee, more than 3 years",great to learn and practice,"alot of work, needs self direction"
Channels specialist,5.0,"Jul 4, 2024",Current employee,its multi entity bank in 6 countries,IT in subsidary needs to be empowered
Relationship supervisor,3.0,"Jun 17, 2024","Current employee, more than 10 years",Has good brand recognition locally and globally.,"Ingrown employees salary scales below market rates of similar brands.
Long work hours"
