Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Contract Management Advisor,4.0,2025-01-23,"Current employee, more than 5 years","Brilliant people, excellent lower and mid level management. Cutting edge work. Decent, not great, benefits and salary.","Jim Kavanaugh and his colleagues implementing a nonsensical Return to Office policy, with no waivers or exceptions. This is now cascading to all US based jobs, forcing out thousands of great employees. This is a thinly veiled targeted ""layoff"" of the older and higher paid employees, who are less likely to be able to move to a large metropolitan IBM cost center location, without having to declare a layoff or answer to those pesky EEOC issues. This is implemented even against long time fully home based workers who never had an office to ""return"" to. Employees are given 30 days to decide to move, if they are outside a 50mile radius of the fewer and fewer IBM offices and then drive to that office at least three times per week. No excuses or exceptions. For a global IT company, this is madness. It's just a masked layoff. It's also bad for business, and that's what is so unusual about thisIBM rarely intentionally shoots itself in the foot at point blank range like this. They are bleeding highly competent talent. For a temporary stock bump? Sad.",IBM
Partner,3.0,2025-07-15,Former employee,Great people to work with,"Management sucks, will fire you at any point",IBM
It Sales Specialist,2.0,2025-04-26,"Current employee, more than 1 year",little to none hard to work here,"Where to start. Sales approach is outdated, slow, inefficient for majority of clients. Small number of products actually benefiting clients or truly leading market. Lack of resources, chaotic organizational structure. Constant rotation of territories. Forced clumsy awful sales motions and campaigns with less than a .1% success rate. Horrible quoting process. Top level management constantly battling and fighting modernization. Product training is nonexistent. While there are training availablebear little to no real world use.",IBM
Data Science Intern,5.0,2025-07-14,Current employee,Really holistic intern experience that I enjoyed,I can’t think of any,IBM
Event Manager,2.0,2025-07-14,"Former employee, more than 3 years",They are good benefits in this company,There are bad managers in this company,IBM
Digital Strategist,4.0,2025-06-18,"Former employee, more than 8 years","Really great, creative people who work well with others","Leadership is outsourcing most jobs overseas to Bangalore, Sao Paulo, and Bucharest to cut costs, but aren't necessarily training the folks in these new marketing hubs. So it's a bit of a bummer.",IBM
Agile Coach,4.0,2025-07-10,Former employee,great and smart people to work with,company tends to look at change as a temporary thing,IBM
Senior Procurement Manager,1.0,2025-04-15,"Former employee, more than 10 years","1. Big brand  2. Good co workers, great knowledge","1. Toxic management all the way to the top last 2 yrs☣️🤮 2. Poor pay, don't expect pay increases. Yet management will not hesitate to suck your blood 😉  3. no promotions and oh btw layoffs every 6 months are nearly guaranteed. Most of the profit reported is from cost take out, reciprocal deals done via back door agreements and employees  are just a number  4. Sr. Management🤑 takes all the rewards and credit, workers/ideators to them are like  "" sh+$! They are quite open about it..yep!! 5. HR basically is AI, seriously.. one rep for 1k people and totally spineless 💯 %. Management stack ranks all employees.. basically they have quotas like old time GE.. which was their downfall.. employees are like chickens on the chopping block 🐔 6. Overall procurement , cio, are super toxic..☣️ not sure about other areas to be fair",IBM
Intern,4.0,2025-07-14,"Former employee, less than 1 year",A place to learn a lot,Too many silos in the company,IBM
It Service Desk Lead,2.0,2025-06-06,"Former employee, more than 3 years",Benefits of a large company,Moving US jobs to India. Rich friendly culture is being replaced with increasing demands for productivity.,IBM
Software Architect,3.0,2025-04-24,"Former employee, more than 10 years","Interesting work, good teams, good teams, currently fully remote","As a US employee, you constantly felt like the layoffs might hit you at any moment, you would see your coworkers regularly disappear in the latest ""resource action"" layoff that happened every six months like clockwork. Sure enough, my time finally came. I'm not even sure they are replacing folks that are in the EU offices any longer, it's quite a shame because the lack of resources in this time zone often presented problems with support tasks.  Also the ""Return to Office"" is a corporate mandate, it had not yet hit our team, but I am aware that it's a real issue, as well as the ""strategic relocations"" where they were requiring employees to relocate, sometimes on the other side of the country.",IBM
Cyber Threat Hunter,5.0,2025-06-30,"Former employee, more than 3 years","Great people, laid back, good salary, the ability to speak your mind","Return to office was a rough, but if you live in Austin, you are good to go.",IBM
Manufacturing Test Technician,2.0,2025-05-04,"Former employee, more than 5 years","Most of my coworkers and firstline managers were genuinely great people. The work keeps you busy and isn't overly difficult. The benefits packages are expensive, but they do cover a lot.","Upper management is awful. A lot of shady decisions and practices. They play favorites and let their managers and favored employees get away with anything. 2ndline manager was a bully, and the plant manager only cared about his own upcoming retirement. There's very little potential for upward growth with the company. If you want a career in this field, get your 5 years in with IBM and then run.",IBM
Trainee Assistant Officer,3.0,2025-07-08,Current employee,good environment and good health care plans,too much work especially after work hours,IBM
Account Executives,5.0,2025-06-12,"Current employee, more than 3 years",Great work life balance. Great pay. Great potential to earn large commissions. Great people and potential to learn.,"Sales led organization where engineering is a 2nd class citizen. Sales people never contact developers, and it's rare that any developers work in the US. Growth comes from acquisitions rather than internal innovation.",IBM
Procurement Manager,3.0,2025-04-08,"Former employee, more than 10 years","Stable, solid company with potential for lateral or vertical advancement in many ways.  The right management chain can offer a good degree of flexibility and support.",Horrible bonus / incentive structures with virtually no real tie to company performance.  Resource actions disrupt the flow of work on teams quite frequently.  Company often changes its mind regarding onsite/hybrid/remote work schemes every few years.  The work can feel very siloed and employees can feel quite unempowered in many departments.,IBM
Business Technology Leader,4.0,2025-06-18,"Current employee, more than 3 years",My managers have also supported my career and have been very clear on how I need to get promoted,"In data and AI sales organization, many technical sales resources are net negatives on calls",IBM
