Job Title,Job Ratings,time,JobStatus,Pros,Cons
Revenue operations,3.0,"Aug 21, 2024","Former employee, more than 3 years","Great perks for both in office and remote employees 
Smart people with a passion to collaborate with one another","Management was very secretive of process and what was happening. Also, leaders didn't always support their team. Layoffs several times a year."
Software engineer,1.0,"Sep 18, 2024","Former employee, more than 1 year",Compensation is reasonable if you are not in Bay Area,"Not a week goes by without news of some drama about financing or a lawsuit by a customer. Most of the time, we hear about it from public news rather than being transparent internally. Very difficult to focus on work, keep good talent, or even attract customers."
Risk analyst,2.0,"Oct 1, 2024","Current employee, more than 1 year",Flexible hours and decent pay,Upper leadership was unstable. There were may changes made to the team last minute and it can be stressful
Software engineer,1.0,"Nov 26, 2024","Current employee, more than 1 year",Good domain and scale to work on.,No one knows what they are doing at Bolt.
Anonymous employee,2.0,"Jan 18, 2024","Current employee, more than 1 year","San Francisco based pay no matter where you're located in the US or Canada. Bolt USED to have a 4-day workweek but that's no longer the case starting in 2024, so I wouldn't be surprised if everyone starts abandoning ship. Huge upside IF everything works out, but it's a massive risk, so you've got to be OK with that.","Bolt has downsized considerably with multiple layoffs within the past two years, and with no more 4-day workweeks, expect to be overworked and stretched very, very thin. Morale is abysmal. Seriously, STAY AWAY."
Anonymous employee,2.0,"Jan 18, 2024",Former employee,The managers were really good people.,"The executive leadership team could not be doing a better job at driving this company into the ground. 5 formal rounds of layoffs in 2 years. All female execs were “laid off” at the end of the year. The board is mostly the founders friends who are not experienced in the industry. The only perk, the four day work week, is no longer a benefit. If you asked most employees what the product is they wouldn’t have an answer. Pivoting, refocusing and changing plans occurred at least quarterly. Sales drives product. Sometimes the stores are the customer, sometimes the users are. The reason the company got as big as it did was because of shady user sign up practices. Leadership will not take any responsibility for any of the downturn they directly caused by their incompetence as business leaders. There is continuous news of litigation against the company. Shocked it’s still operating."
Ops manager,2.0,"Oct 3, 2024",Former employee,Salary is the only one,Everything besides salary is it
Business development,5.0,"Jul 23, 2024","Current employee, less than 1 year","-New CEO with a bold vision 
-Great team
-Opportunity to solve challenging problems and tremendous potential to differentiate and create value in the e-commerce space","-Things can appear to be chaotic at times
-Making progress on focus and alignment"
Partnerships,4.0,"Jul 19, 2024","Current employee, less than 1 year",Ability to revolutionize commerce and drive strategy. Fast paced and strong group of people who are great to work with.,Frequent shifts in strategy to find product market fit
Communications manager,5.0,"Aug 19, 2024","Current employee, more than 3 years","Good cash comp; (finally) some engaged, empathetic leadership","It's been a tough ride with lots of layoffs, executive changes, and challenges"
Revenue operations,3.0,"Aug 21, 2024","Former employee, more than 3 years","Great perks for both in office and remote employees 
Smart people with a passion to collaborate with one another","Management was very secretive of process and what was happening. Also, leaders didn't always support their team. Layoffs several times a year."
Software engineer,1.0,"Sep 18, 2024","Former employee, more than 1 year",Compensation is reasonable if you are not in Bay Area,"Not a week goes by without news of some drama about financing or a lawsuit by a customer. Most of the time, we hear about it from public news rather than being transparent internally. Very difficult to focus on work, keep good talent, or even attract customers."
Risk analyst,2.0,"Oct 1, 2024","Current employee, more than 1 year",Flexible hours and decent pay,Upper leadership was unstable. There were may changes made to the team last minute and it can be stressful
Software engineer,1.0,"Nov 26, 2024","Current employee, more than 1 year",Good domain and scale to work on.,No one knows what they are doing at Bolt.
Anonymous employee,2.0,"Jan 18, 2024","Current employee, more than 1 year","San Francisco based pay no matter where you're located in the US or Canada. Bolt USED to have a 4-day workweek but that's no longer the case starting in 2024, so I wouldn't be surprised if everyone starts abandoning ship. Huge upside IF everything works out, but it's a massive risk, so you've got to be OK with that.","Bolt has downsized considerably with multiple layoffs within the past two years, and with no more 4-day workweeks, expect to be overworked and stretched very, very thin. Morale is abysmal. Seriously, STAY AWAY."
Anonymous employee,2.0,"Jan 18, 2024",Former employee,The managers were really good people.,"The executive leadership team could not be doing a better job at driving this company into the ground. 5 formal rounds of layoffs in 2 years. All female execs were “laid off” at the end of the year. The board is mostly the founders friends who are not experienced in the industry. The only perk, the four day work week, is no longer a benefit. If you asked most employees what the product is they wouldn’t have an answer. Pivoting, refocusing and changing plans occurred at least quarterly. Sales drives product. Sometimes the stores are the customer, sometimes the users are. The reason the company got as big as it did was because of shady user sign up practices. Leadership will not take any responsibility for any of the downturn they directly caused by their incompetence as business leaders. There is continuous news of litigation against the company. Shocked it’s still operating."
Ops manager,2.0,"Oct 3, 2024",Former employee,Salary is the only one,Everything besides salary is it
Business development,5.0,"Jul 23, 2024","Current employee, less than 1 year","-New CEO with a bold vision 
-Great team
-Opportunity to solve challenging problems and tremendous potential to differentiate and create value in the e-commerce space","-Things can appear to be chaotic at times
-Making progress on focus and alignment"
Partnerships,4.0,"Jul 19, 2024","Current employee, less than 1 year",Ability to revolutionize commerce and drive strategy. Fast paced and strong group of people who are great to work with.,Frequent shifts in strategy to find product market fit
Communications manager,5.0,"Aug 19, 2024","Current employee, more than 3 years","Good cash comp; (finally) some engaged, empathetic leadership","It's been a tough ride with lots of layoffs, executive changes, and challenges"
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
People leader,5.0,"Jul 23, 2024","Current employee, more than 1 year","Bolt is full of some of the smartest and most brilliant minds in the tech industry with tons of room for autonomy, really good work life balance",Being able to scale more effectively
Anonymous employee,2.0,"Feb 22, 2024",Current employee,"- There are a lot of really great people who are good at their jobs and genuinely nice.
- Flexibility of remote work","Nepotism and lack of accountability from the top are creating a very toxic culture. The company is finally getting traction in the market, but inexperience and lack of substance in product leadership is impacting the entire company. No roadmap, no strategy, no leadership - it's burning relationships with customers and burning out teams."
Director of corporate strategy,4.0,"Jun 18, 2024","Former employee, more than 1 year","2019-2022 was amazing benefits, comp, upside. Since then....",four day weeks was not enough to do high impact work
Anonymous employee,1.0,"Jan 18, 2024","Current employee, more than 3 years","If you're given a competitive salary, you'll probably get a decent severance when you're laid off and you'll get to keep your laptop. 
Remote first.
Other ICs are great to work with.","Layoffs every couple of months for the last 2 years. 
Very little appreciation from managers and above. 
Ever-lowering valuation.
The benefits are terrible. 
No 401k match.
Equity is worthless."
Senior gtm manager,2.0,"Jun 21, 2024",Former employee,"Salary align with market
4 Day Week","Every other aspect of the role, especially leadership."
Business development manager,1.0,"Jun 6, 2024","Former employee, more than 3 years",They spend a lot of money on swag and retreats for leadership,This place is a mess. Poor leadership. Delusional goals. Focus on raising money instead of building a quality product.
Anonymous employee,2.0,"Jan 18, 2024",Current employee,"Autonomy, a vision that could change the industry, full-remote, interesting challenges","Leadership and communication: little transparency, disjoint communication channels, leadership doesn't care about IC career progression, ""boys club"" at the top
Culture: no culture? no values
Business: keep making same mistakes, true business performance hidden from rest of team
Tech: lots of tech debt, old processes carried over from when company was larger"
Tech,1.0,"Jun 24, 2024","Former employee, more than 3 years",Direct team members at the IC level are great,"Like other people have said, everything else - especially leadership."
Technical support engineer,3.0,"Jan 18, 2024",Current employee,"Bolt really has been one of my favorite jobs, however, it is difficult to look past the issues with the product. The product works, and for the most part it works well, however there are so many players in this space it is hard to find product market fit.",Constantly shifting priorities leads to many rounds of layoffs. Sometimes it feels like you are just surviving the current round.
Individual contributor,1.0,"Jan 23, 2023","Current employee, more than 3 years",- Great team members - lower level managers and team leads have been great on the teams I have been on - 4 day work week,"- The company is in the process of running out of money, so there are regular layoffs, departures, etc. - Stock isn't worth anything, so comp isn't competitive. - Moral is pretty low and most people are trying to leave or have already left. - Some teams have lost too many people and are chronically understaffed relative to the workload. - Leadership team is incredibly incompetent with only 1 or 2 exceptions (like Shilpi on CE) - I would strongly recommend people not join at this point. While I don't regret joining this company and the time I spent here, I don't think it's a good idea to take a job at a startup that will have to sell or go out of business within the next year to 2 years. We're still probably 10x the headcount our revenue could actually support."
People leader,5.0,"Jul 23, 2024","Current employee, more than 1 year","Bolt is full of some of the smartest and most brilliant minds in the tech industry with tons of room for autonomy, really good work life balance",Being able to scale more effectively
Anonymous employee,2.0,"Feb 22, 2024",Current employee,"- There are a lot of really great people who are good at their jobs and genuinely nice.
- Flexibility of remote work","Nepotism and lack of accountability from the top are creating a very toxic culture. The company is finally getting traction in the market, but inexperience and lack of substance in product leadership is impacting the entire company. No roadmap, no strategy, no leadership - it's burning relationships with customers and burning out teams."
Director of corporate strategy,4.0,"Jun 18, 2024","Former employee, more than 1 year","2019-2022 was amazing benefits, comp, upside. Since then....",four day weeks was not enough to do high impact work
Anonymous employee,1.0,"Jan 18, 2024","Current employee, more than 3 years","If you're given a competitive salary, you'll probably get a decent severance when you're laid off and you'll get to keep your laptop. 
Remote first.
Other ICs are great to work with.","Layoffs every couple of months for the last 2 years. 
Very little appreciation from managers and above. 
Ever-lowering valuation.
The benefits are terrible. 
No 401k match.
Equity is worthless."
Senior gtm manager,2.0,"Jun 21, 2024",Former employee,"Salary align with market
4 Day Week","Every other aspect of the role, especially leadership."
Business development manager,1.0,"Jun 6, 2024","Former employee, more than 3 years",They spend a lot of money on swag and retreats for leadership,This place is a mess. Poor leadership. Delusional goals. Focus on raising money instead of building a quality product.
Anonymous employee,2.0,"Jan 18, 2024",Current employee,"Autonomy, a vision that could change the industry, full-remote, interesting challenges","Leadership and communication: little transparency, disjoint communication channels, leadership doesn't care about IC career progression, ""boys club"" at the top
Culture: no culture? no values
Business: keep making same mistakes, true business performance hidden from rest of team
Tech: lots of tech debt, old processes carried over from when company was larger"
Tech,1.0,"Jun 24, 2024","Former employee, more than 3 years",Direct team members at the IC level are great,"Like other people have said, everything else - especially leadership."
Technical support engineer,3.0,"Jan 18, 2024",Current employee,"Bolt really has been one of my favorite jobs, however, it is difficult to look past the issues with the product. The product works, and for the most part it works well, however there are so many players in this space it is hard to find product market fit.",Constantly shifting priorities leads to many rounds of layoffs. Sometimes it feels like you are just surviving the current round.
Individual contributor,1.0,"Jan 23, 2023","Current employee, more than 3 years",- Great team members - lower level managers and team leads have been great on the teams I have been on - 4 day work week,"- The company is in the process of running out of money, so there are regular layoffs, departures, etc. - Stock isn't worth anything, so comp isn't competitive. - Moral is pretty low and most people are trying to leave or have already left. - Some teams have lost too many people and are chronically understaffed relative to the workload. - Leadership team is incredibly incompetent with only 1 or 2 exceptions (like Shilpi on CE) - I would strongly recommend people not join at this point. While I don't regret joining this company and the time I spent here, I don't think it's a good idea to take a job at a startup that will have to sell or go out of business within the next year to 2 years. We're still probably 10x the headcount our revenue could actually support."
People leader,5.0,"Jul 23, 2024","Current employee, more than 1 year","Bolt is full of some of the smartest and most brilliant minds in the tech industry with tons of room for autonomy, really good work life balance",Being able to scale more effectively
Anonymous employee,2.0,"Feb 22, 2024",Current employee,"- There are a lot of really great people who are good at their jobs and genuinely nice.
- Flexibility of remote work","Nepotism and lack of accountability from the top are creating a very toxic culture. The company is finally getting traction in the market, but inexperience and lack of substance in product leadership is impacting the entire company. No roadmap, no strategy, no leadership - it's burning relationships with customers and burning out teams."
Director of corporate strategy,4.0,"Jun 18, 2024","Former employee, more than 1 year","2019-2022 was amazing benefits, comp, upside. Since then....",four day weeks was not enough to do high impact work
Anonymous employee,1.0,"Jan 18, 2024","Current employee, more than 3 years","If you're given a competitive salary, you'll probably get a decent severance when you're laid off and you'll get to keep your laptop. 
Remote first.
Other ICs are great to work with.","Layoffs every couple of months for the last 2 years. 
Very little appreciation from managers and above. 
Ever-lowering valuation.
The benefits are terrible. 
No 401k match.
Equity is worthless."
Senior gtm manager,2.0,"Jun 21, 2024",Former employee,"Salary align with market
4 Day Week","Every other aspect of the role, especially leadership."
Business development manager,1.0,"Jun 6, 2024","Former employee, more than 3 years",They spend a lot of money on swag and retreats for leadership,This place is a mess. Poor leadership. Delusional goals. Focus on raising money instead of building a quality product.
Anonymous employee,2.0,"Jan 18, 2024",Current employee,"Autonomy, a vision that could change the industry, full-remote, interesting challenges","Leadership and communication: little transparency, disjoint communication channels, leadership doesn't care about IC career progression, ""boys club"" at the top
Culture: no culture? no values
Business: keep making same mistakes, true business performance hidden from rest of team
Tech: lots of tech debt, old processes carried over from when company was larger"
Tech,1.0,"Jun 24, 2024","Former employee, more than 3 years",Direct team members at the IC level are great,"Like other people have said, everything else - especially leadership."
Technical support engineer,3.0,"Jan 18, 2024",Current employee,"Bolt really has been one of my favorite jobs, however, it is difficult to look past the issues with the product. The product works, and for the most part it works well, however there are so many players in this space it is hard to find product market fit.",Constantly shifting priorities leads to many rounds of layoffs. Sometimes it feels like you are just surviving the current round.
Individual contributor,1.0,"Jan 23, 2023","Current employee, more than 3 years",- Great team members - lower level managers and team leads have been great on the teams I have been on - 4 day work week,"- The company is in the process of running out of money, so there are regular layoffs, departures, etc. - Stock isn't worth anything, so comp isn't competitive. - Moral is pretty low and most people are trying to leave or have already left. - Some teams have lost too many people and are chronically understaffed relative to the workload. - Leadership team is incredibly incompetent with only 1 or 2 exceptions (like Shilpi on CE) - I would strongly recommend people not join at this point. While I don't regret joining this company and the time I spent here, I don't think it's a good idea to take a job at a startup that will have to sell or go out of business within the next year to 2 years. We're still probably 10x the headcount our revenue could actually support."
People leader,5.0,"Jul 23, 2024","Current employee, more than 1 year","Bolt is full of some of the smartest and most brilliant minds in the tech industry with tons of room for autonomy, really good work life balance",Being able to scale more effectively
Anonymous employee,2.0,"Feb 22, 2024",Current employee,"- There are a lot of really great people who are good at their jobs and genuinely nice.
- Flexibility of remote work","Nepotism and lack of accountability from the top are creating a very toxic culture. The company is finally getting traction in the market, but inexperience and lack of substance in product leadership is impacting the entire company. No roadmap, no strategy, no leadership - it's burning relationships with customers and burning out teams."
Director of corporate strategy,4.0,"Jun 18, 2024","Former employee, more than 1 year","2019-2022 was amazing benefits, comp, upside. Since then....",four day weeks was not enough to do high impact work
Anonymous employee,1.0,"Jan 18, 2024","Current employee, more than 3 years","If you're given a competitive salary, you'll probably get a decent severance when you're laid off and you'll get to keep your laptop. 
Remote first.
Other ICs are great to work with.","Layoffs every couple of months for the last 2 years. 
Very little appreciation from managers and above. 
Ever-lowering valuation.
The benefits are terrible. 
No 401k match.
Equity is worthless."
Senior gtm manager,2.0,"Jun 21, 2024",Former employee,"Salary align with market
4 Day Week","Every other aspect of the role, especially leadership."
Business development manager,1.0,"Jun 6, 2024","Former employee, more than 3 years",They spend a lot of money on swag and retreats for leadership,This place is a mess. Poor leadership. Delusional goals. Focus on raising money instead of building a quality product.
Anonymous employee,2.0,"Jan 18, 2024",Current employee,"Autonomy, a vision that could change the industry, full-remote, interesting challenges","Leadership and communication: little transparency, disjoint communication channels, leadership doesn't care about IC career progression, ""boys club"" at the top
Culture: no culture? no values
Business: keep making same mistakes, true business performance hidden from rest of team
Tech: lots of tech debt, old processes carried over from when company was larger"
Tech,1.0,"Jun 24, 2024","Former employee, more than 3 years",Direct team members at the IC level are great,"Like other people have said, everything else - especially leadership."
Technical support engineer,3.0,"Jan 18, 2024",Current employee,"Bolt really has been one of my favorite jobs, however, it is difficult to look past the issues with the product. The product works, and for the most part it works well, however there are so many players in this space it is hard to find product market fit.",Constantly shifting priorities leads to many rounds of layoffs. Sometimes it feels like you are just surviving the current round.
Individual contributor,1.0,"Jan 23, 2023","Current employee, more than 3 years",- Great team members - lower level managers and team leads have been great on the teams I have been on - 4 day work week,"- The company is in the process of running out of money, so there are regular layoffs, departures, etc. - Stock isn't worth anything, so comp isn't competitive. - Moral is pretty low and most people are trying to leave or have already left. - Some teams have lost too many people and are chronically understaffed relative to the workload. - Leadership team is incredibly incompetent with only 1 or 2 exceptions (like Shilpi on CE) - I would strongly recommend people not join at this point. While I don't regret joining this company and the time I spent here, I don't think it's a good idea to take a job at a startup that will have to sell or go out of business within the next year to 2 years. We're still probably 10x the headcount our revenue could actually support."
Senior software engineer,4.0,"Feb 28, 2024","Current employee, more than 3 years",Overall the company is headed in the right direction to find product market fit.,Lots of upheaval in the last few years.
Data scientist,5.0,"Mar 11, 2024",Former employee,4 day work week was good,Move too fast and leadership was not good
It engineer,3.0,"Mar 5, 2024","Former employee, more than 1 year",Good people took with. Good benefits.,Pivots every week on priorities. No stability
Software engineer i,4.0,"Feb 22, 2024","Former employee, more than 1 year","- coworkers
- work
- perks","- leadership
- product-market fit"
Software engineer,3.0,"Mar 4, 2024",Current employee,"smart people to work with
4 day work week","need clearer product direction
high turnover"
Anonymous employee,4.0,"Jan 18, 2024","Current employee, more than 1 year","remote first culture, high pay, room for career progression, great team",frequent lay offs and the stress that comes along with it
Software engineer,3.0,"Jan 31, 2024",Former employee,One of the smartest folks I got to work with.,Lots of poor management and lack of direction.
Sales,3.0,"Jan 31, 2024",Former employee,Very nice compensation structure at first,Poor leadership direction changed all the time
Anonymous employee,5.0,"Dec 11, 2023","Current employee, more than 1 year","-Leaders willing to make the hard decisions to turn the company around 
-A ton of autonomy
-Good compensation","-A lot of change, which can be hard"
Engineering,4.0,"Nov 8, 2023","Current employee, more than 1 year",You will get to build and iterate fast on super interesting concepts for the future of e-commerce.,One heck of a ride
Account executive,2.0,"Oct 16, 2023","Former employee, more than 1 year",The pay was the best part about this job.,"There was no direction, no transparency from leadership, and no opportunities to grow."
Gtm,2.0,"Oct 24, 2023","Current employee, more than 1 year","Interesting work. Able to work on a variety of products across the payments, fraud, and identity spaces.",Has struggled to find a product market fit or to learn from past mistakes.
Account executive,2.0,"Jul 17, 2023","Former employee, more than 1 year","The product seems great, lots of opportunity in the market for it, and the brand refresh was helpful.",There is a huge lack of transparency in leadership even through they swore after the first two layoffs they would be honest about the company's roadmap and projections. Its was honestly a nightmare internally around the goals and mission of the products or what the company felt was their competitive advantage.
Software engineer,2.0,"Nov 7, 2023","Former employee, more than 1 year","4d work week, salary and benefits","No product strategy, no market fit, layoffs and buyouts galore"
Product operations manager,3.0,"Nov 9, 2023",Former employee,"Great team, lots of smart people","Leadership needs improvement, lots of cost-cutting and changes"
Sre engineer,4.0,"Oct 22, 2023",Former employee,Team unity was great at Bolt,"Often changing directions, and had to throw away many projects."
Department lead,5.0,"May 17, 2023","Current employee, less than 1 year","- 4-day work week - Supportive manager - Total autonomy in my role - Smart, supportive team - Founder mentality + the freedom to try new things","While the company had a rough 2022, Bolt has completely transformed in 2023. I think overall sentiment may vary across departments, but I have absolutely loved my experience so far! Only a few cons, but hopefully these will change soon: - No 401k matching - As the company hasn't gone public or been acquired, the RSUs aren't worth much"
Senior data analyst,5.0,"Aug 23, 2023","Former employee, more than 1 year",Hiring great talents. Great work life Balance. Salary is competitive and 4 day work week is great.,"Due to economic environment, not very stable."
Machine learning engineer,1.0,"Aug 1, 2023","Former employee, more than 3 years",4 day work week is nice. Some of the old timer people are very helpful but a lot of the recent additions are not,"Aggressively rude culture. Lots of backstabbing in infighting between groups as rev # are not that big, everyone wants a piece of something"
Software engineer,1.0,"Nov 15, 2023",Current employee,4 day work weeks are still a thing,Everyone is leaving and honestly I think everyone else is trying to
Software engineer,3.0,"Sep 11, 2023",Former employee,Lots of talented engineers and collaborative teams/people,Lots of priority shifting and less visibility into product decisions
Operations manager,5.0,"Jul 6, 2023","Former employee, more than 1 year","Flexibility, ownership, compensation, culture, benefits, career advancement, recognition of good work",Struggle to find product market fit
Software engineer,1.0,"Feb 3, 2023","Former employee, less than 1 year","They overpay employees, which helps to explain them running out of money. This is what happens when money is thrown at a company founded by an overrated arrogant 20 something year old",This company is very arrogant and likes to think of themselves as a Google.  The people who work here are very arrogant and full of themselves. They are all young and went to the best schools and like to flaunt it. The CEO is over his head and basically a robot. I am enjoying watching this company crash and burn
Anonymous employee,3.0,"Nov 23, 2022","Former employee, more than 1 year",You will be paid well and depending on your team work just 4 days a week. Fully remote but will be able to access works with coworkers or wherever you live. Quarterly in person team offsites and am annual company offsite.,"Highly political, to the point it stunts company growth and collaboration. Poor top down communication. The new CEO fumbles to answer the questions being asked in AMA’s, launches big company wide goals but fails to update the broader team on progress and results, tries to hide layoffs by doing small waves to avoid company panic and attrition."
Associate,4.0,"Jun 23, 2023",Former employee,not bad and helpful and fair,need more training for both employees and managers
Product designer,5.0,"Nov 23, 2019","Current employee, less than 1 year","- I work with people who constantly make me feel energized to do the best I can. There are so many different personalities on the team but everyone is so driven and extremely competent. They are by far the brightest and funniest people I've ever worked with. 
- Even though the company is full of very young and ambitious people, there really isn't a tech bro culture you would see at many other rising startups in the bay area.
- Extremely ownership and autonomy is highly encouraged here. 
- Leadership is highly transparent and you can tell they make it a priority to keep their doors open for any feedback and thoughts.
- Very competitive comp package and benefits. But besides financial incentives, I truly feel taken care of by the company and everyone on the team on a day to day basis.","- The level of autonomy people function with is not for everyone. If you're not a self-starter and an independent thinker, I can imagine it'd feel challenging to get things done. 
- Hiring is difficult because the combination of skills & a specific type of fire we look for in people is hard to come by. But that's also what makes the team so great."
Sales associate,5.0,"Apr 10, 2023",Current employee,Great perks dont have any cons,Can be tough to work at a fast-growing startup but it can also be exciting.
Account executive,5.0,"Apr 27, 2023","Current employee, more than 1 year",Good place to be. Highly recommend.,Not much that comes to mind.
Senior software engineer,3.0,"May 9, 2023",Current employee,Good WLB 4 days per week,Leadership is bad. Option is worthless.
"Director, employee experience",5.0,"May 24, 2021","Current employee, less than 1 year","- It's my first week here but already feel incredibly welcomed. I've been impressed and more quickly acclimated by a super robust onboarding and all the Culture Meetings too (Firedsides, Affinity Group Events, etc.).
- Am learning about the benefits of Bolt's value of writing over talking. I've been at other startups and this is by far the most organized, the most accountable, the quickest and the most transparent.
- I, even from the interview process, feel like I can be myself here. Bolt encourages uniqueness and celebrating our team (all parts of us), and I'm happy that there's less posturing (that people don't seem fake/political/game-playing at work) and more genuine openness and realness.
- Bolt truly believes in the value of doing right by, and supporting, all the teammates. So far it seems like the company has prioritized various efforts, services and perks to help employees have a better work experience (I'm obviously biased, but I think that's hugely important).","- Bolt is still a startup, and feels like one (for better but also for worse in some cases). I feel confident that the company will keep fine-tuning processes and policies, but everyone who joins will have to bring their proactiveness, creativity and a little patience to the table."
Manager,3.0,"Apr 13, 2023",Former employee,Nice and smart plus 4 day week,Chaos in decision making constantly
Software engineer,3.0,"Feb 28, 2023","Current employee, more than 3 years","Smart people, great benefits, high base pay","Multiple rounds of layoffs, lack of product market fit"
Software engineer,4.0,"Feb 28, 2023","Current employee, more than 1 year",Company definitely tries to take care of it's employees from a comp and benefits perspective.,Lack of direction and market fit.
Software engineer,5.0,"Apr 9, 2020","Current employee, less than 1 year","The people! Of all the places I've worked and interviewed at, Bolt rises to the top. The people are driven and intelligent, and are surprisingly very down to earth and eager to get to know new folks. And that's not just within engineering-- everyone across the company is phenomenal and you'll get to know everyone.

There is also a ton of work to be done. Our CEO (Ryan) has a really ambitious vision for Bolt's product, and if you're the type of person that thrives when given a lot of responsibility, Bolt is a great place to be.

The key differentiator for Bolt is the size of the problem we're trying to solve. If realized, the Bolt vision would change the landscape for online retail in a huge way. Not a single one of the other startups I interviewed at felt like a gamechanger in the same way that Bolt could be.

Also the snacks are :fire:","There is definitely a level of uncertainty that you need to be comfortable with. Know that if you're joining a startup, there is risk involved that you wouldn't be taking on if you joined a big company.

From a technical standpoint there isn't as much developer tooling as what you'd find at a big company. That being said, we have some absolutely amazing people working hard to make developer's lives easier and every week there's another improvement. There are also a lot of things about the development process at Bolt that are actually better than what you'd find at a big company, but know that there will be some differences."
Software engineer,1.0,"May 16, 2023","Current employee, more than 1 year",4 day work week is cool,"Everything, leave. Probably the worst leadership in tech history"
